"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"35575","2025 Aug 27 01:03:00 PM","14407",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Medium Hair","Black",,"2025 Aug 20 12:00:00 AM","2025 Aug 27 11:15:00 AM","0","2026 Sep 12 12:16:39 AM"
"35570","2025 Aug 27 12:36:00 PM","8825","Bruce","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Blue",,"2022 Jun 04 12:00:00 AM","2025 Jun 02 06:07:00 PM","86","2026 Sep 12 12:16:39 AM"
"35559","2025 Aug 27 12:22:00 PM","14379","Elvis","Reclaimed",,"Dog","Male","No","Poodle - Miniature","Black","Brown","2017 Aug 27 12:00:00 AM","2025 Aug 27 06:48:00 AM","0","2026 Sep 12 12:16:39 AM"
"35542","2025 Aug 27 11:26:41 AM","13981",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2025 Jun 18 12:00:00 AM","2025 Aug 18 12:25:00 PM","9","2026 Sep 12 12:16:39 AM"
"35514","2025 Aug 27 09:39:00 AM","14063",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2023 Aug 21 12:00:00 AM","2025 Aug 20 12:02:00 PM","7","2026 Sep 12 12:16:39 AM"
"35506","2025 Aug 27 08:31:00 AM","14208",,"Euthanized","Suffering","Kitten","Unknown","Unknown","Domestic Shorthair","Calico","White","2025 Aug 16 12:00:00 AM","2025 Aug 23 01:49:00 PM","4","2026 Sep 12 12:16:39 AM"
"35505","2025 Aug 27 08:30:00 AM","14219",,"Euthanized","Suffering","Kitten","Female","Unknown","Domestic Shorthair","White","Black","2025 Jun 23 12:00:00 AM","2025 Aug 23 03:14:00 PM","4","2026 Sep 12 12:16:39 AM"
"35499","2025 Aug 26 09:53:00 PM","14374",,"Unassisted Death",,"Cat","Unknown","Unknown","Domestic Shorthair","Calico",,,"2025 Aug 26 06:22:00 PM","0","2026 Sep 12 12:16:39 AM"
"35492","2025 Aug 26 06:35:20 PM","13880",,"Adopted",,"Cat","Female","yes","Domestic Medium Hair","Calico",,"2024 Aug 16 12:00:00 AM","2025 Aug 15 02:32:00 PM","11","2026 Sep 12 12:16:39 AM"
"35491","2025 Aug 26 06:32:00 PM","14340",,"Reclaimed",,"Dog","Female","Unknown","Maltese Terrier","White",,"2024 Aug 26 12:00:00 AM","2025 Aug 26 01:45:00 PM","0","2026 Sep 12 12:16:39 AM"
"35489","2025 Aug 26 06:19:09 PM","8827","Taffy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Grey",,"2024 Jun 03 12:00:00 AM","2025 Jun 02 09:52:00 PM","85","2026 Sep 12 12:16:39 AM"
"35488","2025 Aug 26 06:13:39 PM","13882",,"Adopted",,"Dog","Female","yes","Bullmastiff","Tan","Black","2025 May 12 12:00:00 AM","2025 Aug 15 02:32:00 PM","11","2026 Sep 12 12:16:39 AM"
"35487","2025 Aug 26 06:05:46 PM","13280","Bo Baby","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Tan","White","2023 Aug 04 12:00:00 AM","2025 Aug 04 03:40:00 PM","22","2026 Sep 12 12:16:39 AM"
"35486","2025 Aug 26 06:05:31 PM","13971",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 May 18 12:00:00 AM","2025 Aug 18 11:16:00 AM","8","2026 Sep 12 12:16:39 AM"
"35484","2025 Aug 26 05:58:00 PM","14123","Sky","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2020 Aug 21 12:00:00 AM","2025 Aug 21 02:32:00 PM","5","2026 Sep 12 12:16:39 AM"
"35482","2025 Aug 26 05:57:00 PM","14124","Cloud","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","BLUE TABBY","White","2020 Aug 21 12:00:00 AM","2025 Aug 21 02:32:00 PM","5","2026 Sep 12 12:16:39 AM"
"35481","2025 Aug 26 05:53:00 PM","14351",,"Euthanized","Rabies Risk","Mammal","Unknown","Unknown","Bat - Unspecified","Brown",,,"2025 Aug 26 02:20:00 PM","0","2026 Sep 12 12:16:39 AM"
"35480","2025 Aug 26 05:51:42 PM","14025",,"Adopted",,"Dog","Male","Yes","Schnauzer - Miniature","Black","Brown","2025 Jun 19 12:00:00 AM","2025 Aug 19 12:46:00 PM","7","2026 Sep 12 12:16:39 AM"
"35476","2025 Aug 26 05:19:00 PM","14349",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby",,"2024 Aug 26 12:00:00 AM","2025 Aug 26 02:16:00 PM","0","2026 Sep 12 12:16:39 AM"
"35475","2025 Aug 26 05:19:00 PM","14346",,"Transfer Out",,"Cat","Unknown","No","Domestic Shorthair","Lilac Point",,"2025 Aug 05 12:00:00 AM","2025 Aug 26 01:56:00 PM","0","2026 Sep 12 12:16:39 AM"
"35474","2025 Aug 26 05:19:00 PM","14371",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","White",,,"2025 Aug 26 03:45:00 PM","0","2026 Sep 12 12:16:39 AM"
"35473","2025 Aug 26 05:19:00 PM","14370",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,,"2025 Aug 26 03:45:00 PM","0","2026 Sep 12 12:16:39 AM"
"35472","2025 Aug 26 05:19:00 PM","14369",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,,"2025 Aug 26 03:45:00 PM","0","2026 Sep 12 12:16:39 AM"
"35471","2025 Aug 26 05:19:00 PM","14368",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Black",,"2024 Dec 27 12:00:00 AM","2025 Aug 26 03:45:00 PM","0","2026 Sep 12 12:16:39 AM"
"35470","2025 Aug 26 05:16:00 PM","12436","Coal","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Jun 21 12:00:00 AM","2025 Jul 21 12:34:00 PM","36","2026 Sep 12 12:16:39 AM"
"35469","2025 Aug 26 05:01:46 PM","13977",,"Adopted",,"Cat","Male","yes","Domestic Shorthair","Orange Tabby","White","2025 Jun 18 12:00:00 AM","2025 Aug 18 11:40:00 AM","8","2026 Sep 12 12:16:39 AM"
"35468","2025 Aug 26 05:00:18 PM","13976",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2025 Jun 18 12:00:00 AM","2025 Aug 18 11:40:00 AM","8","2026 Sep 12 12:16:39 AM"
"35464","2025 Aug 26 04:44:07 PM","14022",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Jun 19 12:00:00 AM","2025 Aug 19 11:36:00 AM","7","2026 Sep 12 12:16:39 AM"
"35461","2025 Aug 26 04:33:50 PM","13153","Dutch","Adopted",,"Dog","Male","Yes","Labrador Retriever","Brindle","Brown","2025 Apr 26 12:00:00 AM","2025 Aug 01 09:59:00 PM","25","2026 Sep 12 12:16:39 AM"
"35458","2025 Aug 26 04:21:55 PM","13953",,"Adopted",,"Cat","Male","yes","Domestic Medium Hair","Brown Tabby","White","2025 May 17 12:00:00 AM","2025 Aug 17 03:45:00 PM","9","2026 Sep 12 12:16:39 AM"
"35452","2025 Aug 26 04:06:53 PM","13211","Iris","Adopted",,"Cat","Female","yes","Domestic Shorthair","White",,"2024 Aug 03 12:00:00 AM","2025 Aug 03 11:29:00 AM","23","2026 Sep 12 12:16:39 AM"
"35451","2025 Aug 26 04:04:00 PM","12354","Marble","Transfer Out",,"Cat","Female","No","Domestic Shorthair","Black Tortoiseshell","Black","2020 Jul 18 12:00:00 AM","2025 Jul 18 03:51:00 PM","39","2026 Sep 12 12:16:39 AM"
"35449","2025 Aug 26 04:03:00 PM","14362",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Blue","White","2025 Aug 05 12:00:00 AM","2025 Aug 26 02:55:00 PM","0","2026 Sep 12 12:16:39 AM"
"35448","2025 Aug 26 04:03:00 PM","14361",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Blue","White","2025 Aug 05 12:00:00 AM","2025 Aug 26 02:55:00 PM","0","2026 Sep 12 12:16:39 AM"
"35447","2025 Aug 26 04:03:00 PM","14360",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Blue","White","2025 Aug 05 12:00:00 AM","2025 Aug 26 02:55:00 PM","0","2026 Sep 12 12:16:39 AM"
"35446","2025 Aug 26 03:59:13 PM","6719","Cosmo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Cream Ginger Tabby",,"2024 Jul 28 12:00:00 AM","2025 Apr 28 12:00:00 AM","120","2026 Sep 12 12:16:39 AM"
"35445","2025 Aug 26 03:58:38 PM","6718","Alba","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Orange Tabby",,"2024 Jul 28 12:00:00 AM","2025 Apr 28 12:00:00 AM","120","2026 Sep 12 12:16:39 AM"
"35436","2025 Aug 26 03:42:00 PM","11108","Yrene","Adopted",,"Cat","Female","Yes","Domestic Medium Hair","Torbie",,"2025 May 25 12:00:00 AM","2025 Jun 29 12:22:00 PM","58","2026 Sep 12 12:16:39 AM"
"35435","2025 Aug 26 03:41:55 PM","11110","Chaol","Adopted",,"Cat","Male","Yes","Domestic Medium Hair","Brown Tabby","Smoke","2025 May 25 12:00:00 AM","2025 Jun 29 12:22:00 PM","58","2026 Sep 12 12:16:39 AM"
"35428","2025 Aug 26 03:26:00 PM","6044","Penny","Adopted",,"Dog","Female","Yes","Labrador Retriever","Tan",,"2016 Dec 06 12:00:00 AM","2024 Jun 06 12:00:00 AM","446","2026 Sep 12 12:16:39 AM"
"35426","2025 Aug 26 03:21:00 PM","13074","Candy","Adopted",,"Dog","Female","Yes","Chihuahua - Long-hair","Brown","Tan","2020 Aug 01 12:00:00 AM","2025 Aug 19 03:46:00 PM","7","2026 Sep 12 12:16:39 AM"
"35410","2025 Aug 26 02:49:00 PM","8518","Zoku","Adopted",,"Dog","Male","Yes","Australian Cattle Dog","Brindle","White","2021 May 30 12:00:00 AM","2025 May 31 09:28:00 AM","87","2026 Sep 12 12:16:39 AM"
"35367","2025 Aug 26 01:24:00 PM","12782",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell",,"2025 May 03 12:00:00 AM","2025 Jul 31 05:10:00 PM","26","2026 Sep 12 12:16:39 AM"
"35362","2025 Aug 26 12:59:00 PM","12624",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2025 Jun 11 12:00:00 AM","2025 Jul 23 12:50:00 PM","34","2026 Sep 12 12:16:39 AM"
"35361","2025 Aug 26 12:59:00 PM","12623",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Calico",,"2025 Jun 11 12:00:00 AM","2025 Jul 23 12:50:00 PM","34","2026 Sep 12 12:16:39 AM"
"35344","2025 Aug 26 12:32:00 PM","6247","Oscar","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2023 Feb 23 12:00:00 AM","2025 Feb 23 12:00:00 AM","184","2026 Sep 12 12:16:39 AM"
"35342","2025 Aug 26 12:21:00 PM","14207","Princessa","Transfer Out",,"Dog","Female","No","Maltese Terrier","White",,"2024 Aug 23 12:00:00 AM","2025 Aug 23 12:57:00 PM","3","2026 Sep 12 12:16:39 AM"
"35341","2025 Aug 26 12:10:47 PM","13508","Starlight","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Tortoiseshell",,"2022 Aug 08 12:00:00 AM","2025 Aug 08 12:02:00 PM","18","2026 Sep 12 12:16:39 AM"
"35336","2025 Aug 26 11:57:00 AM","13350","Squish","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White",,"2025 Aug 05 03:12:00 PM","21","2026 Sep 12 12:16:39 AM"
"35334","2025 Aug 26 11:53:00 AM","14221","Chanel","Reclaimed",,"Dog","Female","No","Pomeranian","Blue Merle",,"2025 Jun 23 12:00:00 AM","2025 Aug 23 03:40:00 PM","3","2026 Sep 12 12:16:39 AM"
"35303","2025 Aug 26 10:18:00 AM","6112","Churro","Transfer Out",,"Dog","Male","Yes","Labrador Retriever","Brown","White","2019 Feb 09 12:00:00 AM","2024 Nov 02 12:00:00 AM","297","2026 Sep 12 12:16:39 AM"
"35295","2025 Aug 26 09:37:00 AM","6363","Tucker","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Calico",,"2025 Feb 25 12:00:00 AM","2025 Aug 26 09:35:00 AM","0","2026 Sep 12 12:16:39 AM"
"35293","2025 Aug 26 09:32:00 AM","6363","Tucker","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Calico",,"2025 Feb 25 12:00:00 AM","2025 Mar 19 12:00:00 AM","160","2026 Sep 12 12:16:39 AM"
"35286","2025 Aug 26 07:01:00 AM","14202",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","White",,"2024 Mar 23 12:00:00 AM","2025 Aug 23 11:29:00 AM","3","2026 Sep 12 12:16:39 AM"
"35285","2025 Aug 26 07:01:00 AM","14187",,"Transfer Out",,"Cat","Female","No","Siamese","Flame Point",,"2024 Aug 22 12:00:00 AM","2025 Aug 22 04:19:00 PM","4","2026 Sep 12 12:16:39 AM"
"35284","2025 Aug 26 07:01:00 AM","13032",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Cream Ginger Tabby",,"2025 Jan 31 12:00:00 AM","2025 Jul 31 11:51:00 AM","26","2026 Sep 12 12:16:39 AM"
"35279","2025 Aug 25 07:39:00 PM","14275",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","White","Black","2025 Aug 11 12:00:00 AM","2025 Aug 25 01:04:00 PM","0","2026 Sep 12 12:16:39 AM"
"35278","2025 Aug 25 07:39:00 PM","14274",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","White",,"2025 Aug 11 12:00:00 AM","2025 Aug 25 01:04:00 PM","0","2026 Sep 12 12:16:39 AM"
"35277","2025 Aug 25 07:39:00 PM","14273",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","White",,"2025 Aug 11 12:00:00 AM","2025 Aug 25 01:04:00 PM","0","2026 Sep 12 12:16:39 AM"
"35276","2025 Aug 25 07:39:00 PM","14272",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2025 Aug 11 12:00:00 AM","2025 Aug 25 01:04:00 PM","0","2026 Sep 12 12:16:39 AM"
"35273","2025 Aug 25 06:54:52 PM","13867","Kiya","Adopted",,"Dog","Female","yes","Siberian Husky","Black","White","2024 Oct 16 12:00:00 AM","2025 Aug 15 12:08:00 PM","10","2026 Sep 12 12:16:39 AM"
"35268","2025 Aug 25 06:26:03 PM","14117","Stuart","Adopted",,"Rodent","Unknown","Unknown","Mouse","White",,"2025 Jul 21 12:00:00 AM","2025 Aug 21 12:50:00 PM","4","2026 Sep 12 12:16:39 AM"
"35266","2025 Aug 25 06:22:09 PM","12322","Dorothy","Adopted",,"Dog","Female","yes","Dutch Shepherd","Black","Black","2017 Jul 18 12:00:00 AM","2025 Jul 18 08:23:00 AM","38","2026 Sep 12 12:16:41 AM"
"35262","2025 Aug 25 05:58:23 PM","8444",,"Adopted",,"Dog","Male","yes","German Shepherd","Tri Color",,"2025 Apr 12 12:00:00 AM","2025 May 29 07:38:00 AM","88","2026 Sep 12 12:16:41 AM"
"35261","2025 Aug 25 05:52:59 PM","13161","Unknown","Adopted",,"Cat","Male","yes","Domestic Shorthair","Brown Tabby",,"2025 Jun 14 12:00:00 AM","2025 Aug 02 08:52:00 AM","23","2026 Sep 12 12:16:41 AM"
"35260","2025 Aug 25 05:44:00 PM","12778","Pepita","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","White","Black","2023 Jul 26 12:00:00 AM","2025 Jul 26 02:33:00 PM","30","2026 Sep 12 12:16:41 AM"
"35258","2025 Aug 25 05:38:47 PM","13309","Hoagie","Adopted",,"Dog","Male","yes","English Staffordshire Bull Terrier","Blue","White","2023 Aug 05 12:00:00 AM","2025 Aug 04 08:24:00 PM","21","2026 Sep 12 12:16:41 AM"
"35256","2025 Aug 25 05:28:00 PM","14181",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby","White","2025 Jun 30 12:00:00 AM","2025 Aug 22 03:33:00 PM","3","2026 Sep 12 12:16:41 AM"
"35255","2025 Aug 25 05:26:06 PM","13895","Milk","Adopted",,"Cat","Male","Yes","Domestic Shorthair","White","BLUE TABBY","2024 Aug 16 12:00:00 AM","2025 Aug 15 06:43:00 PM","10","2026 Sep 12 12:16:41 AM"
"35253","2025 Aug 25 05:18:35 PM","14018","The Little Prince","Adopted",,"Dog","Male","yes","American Pit Bull Terrier","Tan","White","2025 Jun 03 12:00:00 AM","2025 Aug 19 11:28:00 AM","6","2026 Sep 12 12:16:41 AM"
"35248","2025 Aug 25 05:02:37 PM","12964",,"Adopted",,"Cat","Female","yes","Domestic Shorthair","Tortoiseshell",,"2022 Jul 30 12:00:00 AM","2025 Jul 30 12:09:00 PM","26","2026 Sep 12 12:16:41 AM"
"35246","2025 Aug 25 05:00:34 PM","13414","Francis","Adopted Altered",,"Dog","Male","Yes","Chihuahua - Smooth","White",,"2025 Jun 25 12:00:00 AM","2025 Aug 06 04:45:00 PM","19","2026 Sep 12 12:16:41 AM"
"35245","2025 Aug 25 04:59:50 PM","13413","Henry","Adopted Altered",,"Dog","Male","Yes","Chihuahua - Smooth","Blonde",,"2025 Jun 25 12:00:00 AM","2025 Aug 06 04:45:00 PM","19","2026 Sep 12 12:16:41 AM"
"35240","2025 Aug 25 04:56:22 PM","10895","Giles","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 Apr 18 12:00:00 AM","2025 Jun 26 11:19:00 AM","60","2026 Sep 12 12:16:41 AM"
"35238","2025 Aug 25 04:51:37 PM","13894","Ash","Adopted",,"Cat","Male","Yes","Domestic Medium Hair","BLUE TABBY","White","2024 Aug 16 12:00:00 AM","2025 Aug 15 06:43:00 PM","10","2026 Sep 12 12:16:41 AM"
"35234","2025 Aug 25 04:38:42 PM","13998",,"Adopted",,"Cat","Female","yes","Domestic Shorthair","Muted Calico","White","2025 May 26 12:00:00 AM","2025 Aug 18 01:30:00 PM","7","2026 Sep 12 12:16:41 AM"
"35232","2025 Aug 25 04:34:13 PM","14026",,"Adopted",,"Dog","Female","yes","Schnauzer - Miniature","Black","Brown","2025 Jun 19 12:00:00 AM","2025 Aug 19 12:46:00 PM","6","2026 Sep 12 12:16:41 AM"
"35231","2025 Aug 25 04:20:00 PM","13659","Jack","Reclaimed",,"Dog","Male","Yes","Labrador Retriever","Black","White","2025 Mar 01 12:00:00 AM","2025 Aug 12 11:36:00 AM","13","2026 Sep 12 12:16:41 AM"
"35230","2025 Aug 25 04:16:20 PM","13989",,"Adopted",,"Cat","Male","yes","Domestic Shorthair","Brown Tabby","White","2025 Jun 18 12:00:00 AM","2025 Aug 18 12:46:00 PM","7","2026 Sep 12 12:16:41 AM"
"35208","2025 Aug 25 01:40:14 PM","7074","Atlas","Adopted",,"Dog","Male","Yes","Catahoula Leopard Dog","Blue Merle","Grey","2021 May 08 12:00:00 AM","2025 May 07 02:01:00 PM","110","2026 Sep 12 12:16:41 AM"
"35199","2025 Aug 25 01:06:00 PM","11122","Kingston ","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Red Brown","White","2023 Jun 29 12:00:00 AM","2025 Jun 29 04:11:00 PM","57","2026 Sep 12 12:16:41 AM"
"35194","2025 Aug 25 12:32:33 PM","10810","Bluey","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Blue",,"2025 Jan 01 12:00:00 AM","2025 Jul 08 04:01:00 PM","48","2026 Sep 12 12:16:41 AM"
"35171","2025 Aug 25 11:15:00 AM","12869","Chanel","Reclaimed",,"Dog","Female","No","Labrador Retriever","Brown",,"2024 Oct 20 12:00:00 AM","2025 Aug 20 11:53:00 AM","5","2026 Sep 12 12:16:41 AM"
"35168","2025 Aug 25 10:59:14 AM","13017","Cali","Adopted Altered",,"Dog","Male","Yes","Boxer","Tan","White","2025 Jun 12 12:00:00 AM","2025 Jul 31 11:25:00 AM","25","2026 Sep 12 12:16:41 AM"
"35147","2025 Aug 24 07:02:55 PM","7466","Abby","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2025 Apr 14 12:00:00 AM","2025 May 14 09:41:00 AM","102","2026 Sep 12 12:16:41 AM"
"35144","2025 Aug 24 06:47:00 PM","13864","Summer","Adopted",,"Dog","Female","Yes","Belgian Shepherd Dog - Malinois","Brown","Black","2021 Aug 16 12:00:00 AM","2025 Aug 15 11:30:00 AM","9","2026 Sep 12 12:16:41 AM"
"35142","2025 Aug 24 06:30:00 PM","10191","Gumbo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2025 Apr 10 12:00:00 AM","2025 Jun 17 05:51:00 PM","68","2026 Sep 12 12:16:41 AM"
"35137","2025 Aug 24 06:04:31 PM","12681","Pawlette","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2025 Jan 24 12:00:00 AM","2025 Jul 24 12:21:00 PM","31","2026 Sep 12 12:16:41 AM"
"35136","2025 Aug 24 06:02:12 PM","13711","Stevie*","Adopted",,"Dog","Female","Yes","Dachshund - Smooth","Chocolate","White","2025 Apr 03 12:00:00 AM","2025 Aug 13 11:25:00 AM","11","2026 Sep 12 12:16:41 AM"
"35133","2025 Aug 24 05:35:00 PM","14238","Tru","Transfer Out",,"Dog","Female","No","French Bulldog","Blue Merle",,"2025 Jun 15 12:00:00 AM","2025 Aug 24 02:29:00 PM","0","2026 Sep 12 12:16:41 AM"
"35127","2025 Aug 24 05:03:51 PM","8826","Gummy Bear","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Grey",,"2024 Jun 03 12:00:00 AM","2025 Jun 02 09:52:00 PM","83","2026 Sep 12 12:16:41 AM"
"35110","2025 Aug 24 03:11:00 PM","14240",,"Unassisted Death",,"Mammal","Unknown","Unknown","Raccoon","Grey","Black",,"2025 Aug 24 03:07:00 PM","0","2026 Sep 12 12:16:41 AM"
"35097","2025 Aug 24 01:31:37 PM","6214","Butler","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2024 May 07 12:00:00 AM","2025 Feb 07 12:00:00 AM","198","2026 Sep 12 12:16:41 AM"
"35091","2025 Aug 24 12:58:00 PM","6150","Neville","Adopted",,"Dog","Male","Yes","German Shepherd","Brown","Black","2022 Dec 26 12:00:00 AM","2024 Dec 26 12:00:00 AM","241","2026 Sep 12 12:16:41 AM"
"35090","2025 Aug 24 12:46:00 PM","14191","Masrshal","Reclaimed",,"Dog","Male","Yes","Labrador Retriever","White","Black","2018 Aug 24 12:00:00 AM","2025 Aug 23 08:15:00 AM","1","2026 Sep 12 12:16:41 AM"
"35089","2025 Aug 24 12:31:00 PM","11604","Sir John","Adopted",,"Dog","Male","Yes","Chihuahua - Smooth","Tan",,"2020 Jan 07 12:00:00 AM","2025 Jul 07 01:06:00 PM","48","2026 Sep 12 12:16:41 AM"
"35088","2025 Aug 24 12:31:00 PM","10863","Sprinkles","Adopted",,"Dog","Female","Yes","Siberian Husky","Black","White","2025 Jun 19 12:00:00 AM","2025 Jun 26 10:45:00 AM","59","2026 Sep 12 12:16:41 AM"
"35081","2025 Aug 24 11:13:33 AM","6312","Coral","Adopted",,"Dog","Female","Yes","American Bulldog","Black Brindle","White","2023 Mar 10 12:00:00 AM","2025 Jul 07 05:17:00 PM","48","2026 Sep 12 12:16:41 AM"
"35061","2025 Aug 24 09:26:00 AM","14061",,"Euthanized","Injured","Cat","Male","Unknown","Domestic Shorthair","Orange Tabby",,"2023 Aug 20 12:00:00 AM","2025 Aug 20 11:22:00 AM","4","2026 Sep 12 12:16:41 AM"
"35060","2025 Aug 24 09:25:00 AM","14045",,"Euthanized","Suffering","Kitten","Male","No","Domestic Medium Hair","Blue",,"2025 Jul 08 12:00:00 AM","2025 Aug 19 06:50:00 PM","5","2026 Sep 12 12:16:41 AM"
"35059","2025 Aug 24 09:24:00 AM","14079",,"Euthanized","Suffering","Kitten","Male","No","Domestic Shorthair","Black","White","2025 Apr 20 12:00:00 AM","2025 Aug 20 02:54:00 PM","4","2026 Sep 12 12:16:41 AM"
"35054","2025 Aug 23 07:11:38 PM","11104","Coco","Adopted",,"Dog","Female","Yes","Great Pyrenees","White",,"2020 Jun 29 12:00:00 AM","2025 Jun 29 10:56:00 AM","55","2026 Sep 12 12:16:41 AM"
"35050","2025 Aug 23 06:43:41 PM","6256","*SPRUCE","Adopted",,"Dog","Male","Yes","Labrador Retriever","Chocolate",,"2022 Jun 01 12:00:00 AM","2025 Feb 25 12:00:00 AM","179","2026 Sep 12 12:16:41 AM"
"35039","2025 Aug 23 04:43:33 PM","7593","Brodie ","Adopted",,"Dog","Male","Yes","Treeing Tennessee Brindle","Brindle","White","2023 May 15 12:00:00 AM","2025 May 15 12:41:00 PM","100","2026 Sep 12 12:16:41 AM"
"35034","2025 Aug 23 04:21:00 PM","11809","Vincent","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2025 Apr 22 12:00:00 AM","2025 Jul 22 02:35:00 PM","32","2026 Sep 12 12:16:41 AM"
"35031","2025 Aug 23 04:16:14 PM","9677","Banjo","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby","White","2025 May 22 12:00:00 AM","2025 Jun 12 11:14:00 AM","72","2026 Sep 12 12:16:41 AM"
"35028","2025 Aug 23 03:55:00 PM","10912",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2025 May 15 12:00:00 AM","2025 Jun 26 12:37:00 PM","58","2026 Sep 12 12:16:41 AM"
"35016","2025 Aug 23 03:07:58 PM","6430","Calvin","Adopted",,"Dog","Male","Yes","German Shepherd","Brown","Black","2024 Nov 16 12:00:00 AM","2025 Jun 12 11:58:00 AM","72","2026 Sep 12 12:16:41 AM"
"35014","2025 Aug 23 03:04:00 PM","11395","Bunny","Adopted",,"Cat","Female","Yes","Domestic Medium Hair","Brown Tabby",,"2024 Jul 09 12:00:00 AM","2025 Jul 09 02:53:00 PM","45","2026 Sep 12 12:16:41 AM"
"35013","2025 Aug 23 02:57:27 PM","13788","Loretta","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2023 Aug 13 12:00:00 AM","2025 Aug 13 06:50:00 PM","10","2026 Sep 12 12:16:41 AM"
"35003","2025 Aug 23 02:09:00 PM","10866","Doorable","Adopted",,"Dog","Male","Yes","Siberian Husky","Black","White","2025 Jun 19 12:00:00 AM","2025 Jun 26 10:45:00 AM","58","2026 Sep 12 12:16:41 AM"
"35002","2025 Aug 23 02:07:24 PM","13637","Pancho","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 Jun 14 12:00:00 AM","2025 Aug 11 05:47:00 PM","12","2026 Sep 12 12:16:41 AM"
"34994","2025 Aug 23 01:46:19 PM","9676","Cedar","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby",,"2025 May 22 12:00:00 AM","2025 Jun 12 11:14:00 AM","72","2026 Sep 12 12:16:41 AM"
"34990","2025 Aug 23 01:11:00 PM","11692","Romeo","Adopted",,"Dog","Male","Yes","Labrador Retriever","Red","White","2025 May 02 12:00:00 AM","2025 Jul 09 11:53:00 AM","45","2026 Sep 12 12:16:41 AM"
"34989","2025 Aug 23 01:01:00 PM","10914",,"Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2025 May 15 12:00:00 AM","2025 Jun 26 12:37:00 PM","58","2026 Sep 12 12:16:41 AM"
